,NO.,성우,연령,성별,상황키워드,감정_대분류,감정_소분류,사람문장1
181,F_000182,LSW,청소년,여성,학교폭력/따돌림,불안,걱정스러운,친구들에게 따돌림당하는데 사람들이 나를 어떻게 볼지 걱정이야.
182,F_000183,LSW,청소년,여성,학교폭력/따돌림,불안,걱정스러운,부모님이 내가 학교 폭력 피해자인 걸 아셔도 마음 아파하지 않았으면 좋겠어.
183,F_000184,LSW,청소년,여성,학교폭력/따돌림,불안,걱정스러운,동생이 학교폭력에 시달리고 있어.
184,F_000185,LSW,청소년,여성,학교폭력/따돌림,불안,걱정스러운,친구가 따돌림을 당해서 마음에 상처를 입었을 것 같아.
185,F_000186,LSW,청소년,여성,학교폭력/따돌림,불안,걱정스러운,나를 괴롭히는 얘들에게 정당한 처분이 내려지지 않을까 불안해.
186,F_000187,LSW,청소년,여성,학교폭력/따돌림,불안,걱정스러운,나를 따돌리고 괴롭히던 친구들이 없어져도 잘 적응할 수 있을까?
187,F_000188,LSW,청소년,여성,학교폭력/따돌림,불안,걱정스러운,선생님께 친구들이 괴롭히는 걸 얘기하면 그 친구들이 더 괴롭힐까 봐 무서워.
188,F_000189,LSW,청소년,여성,학교폭력/따돌림,불안,걱정스러운,괴롭히는 친구에게 용서를 빌면 용서해줄까?
189,F_000190,LSW,청소년,여성,학교폭력/따돌림,불안,걱정스러운,학교에서 폭력 가해자로 퇴학당하면 어떡하지?
190,F_000191,LSW,청소년,여성,학교폭력/따돌림,불안,걱정스러운,반에서 따돌림당하는데 전교생이 알까 봐 걱정이야.
191,F_000192,LSW,청년,여성,"진로,취업,직장",불안,걱정스러운,면접을 보면서 준비한 대로 진행이 돼서 편안했어.
192,F_000193,LSW,청년,여성,"진로,취업,직장",불안,걱정스러운,직장에서 언제든지 날 해고 시킬 수 있을 것 같아서 불안해.
193,F_000194,LSW,청년,여성,"진로,취업,직장",불안,걱정스러운,이번 프로젝트가 무산될 가능성이 높아서 불안해.
194,F_000195,LSW,청년,여성,"진로,취업,직장",불안,걱정스러운,직장 사람들이 날 믿어 주지 않아서 불안해.
195,F_000196,LSW,청년,여성,"진로,취업,직장",불안,걱정스러운,직장동료가 날 싫어해서 어떻게 다가가야 할 지 몰라서 불안해.
196,F_000197,LSW,청년,여성,"진로,취업,직장",불안,걱정스러운,입사하고 싶은 기업이 있는데 탈락될까봐 두려워.
197,F_000198,LSW,청년,여성,"진로,취업,직장",불안,걱정스러운,내가 실수한 일이 부장님 귀에 들어갈까 봐 걱정이야.
198,F_000199,LSW,청년,여성,"진로,취업,직장",불안,걱정스러운,내가 선택한 진로가 나랑 맞지 않을까봐 걱정이야.
199,F_000200,LSW,청년,여성,"진로,취업,직장",불안,걱정스러운,이번에 열심히 일했는데 성과가 안 나올까봐 불안해.
200,F_000201,LSW,청년,여성,"진로,취업,직장",불안,걱정스러운,이번 면접에서 말실수를 할까봐 걱정이야.
201,F_000202,LSW,청년,여성,"진로,취업,직장",불안,걱정스러운,내가 어떤 직무에 적합할지 아직 몰라서 불안해.
202,F_000203,LSW,청년,여성,"진로,취업,직장",불안,걱정스러운,이번 직무가 내 성향과 잘 어울리는 건지 몰라서 불안해.
203,F_000204,LSW,청년,여성,"진로,취업,직장",불안,걱정스러운,아직도 취업도 못했는데 이번 면접도 다 떨어질까 봐 불안해.
204,F_000205,LSW,청년,여성,"진로,취업,직장",불안,걱정스러운,아직도 할 일을 다 못했어. 이제 퇴근시간이 다가오는데 다 할 수 있을지 걱정이야.
205,F_000206,LSW,청년,여성,"연애,결혼,출산",불안,걱정스러운,남자친구가 가난해서 부모님이 결혼을 극구 반대하셔. 마음이 안 바뀌실까 봐 걱정 돼.
206,F_000207,LSW,청년,여성,"연애,결혼,출산",불안,걱정스러운,어쩌면 좋을까? 갑자기  남자친구랑 연락이 안 돼.
207,F_000208,LSW,청년,여성,대인관계,불안,걱정스러운,사소한 오해를 풀지 못하고 친한 친구와 점점 멀어지는 것 같아서 불안해.
208,F_000209,LSW,청년,여성,대인관계,불안,걱정스러운,학교에 복학한 동생이 매일 놀기만 해서 나중에 학점 관리를 어떻게 할지 걱정이 돼.
209,F_000210,LSW,청년,여성,대인관계,불안,걱정스러운,직장 동료가 항상 산만하고 실수가 잦은데 언젠가 큰 사고를 칠까 걱정이 돼.
210,F_000211,LSW,청년,여성,대인관계,불안,걱정스러운,지금 비가 오는데 오토바이를 타고 나간 동생이 걱정돼.
211,F_000212,LSW,청년,여성,대인관계,불안,걱정스러운,수능시험 앞둔 동생이 귀가 시간이 늦어서 너무 불안해.
212,F_000213,LSW,중년,여성,건강,불안,걱정스러운,요즘 옆구리가 자꾸 걸려. 병이 있는 걸까 걱정돼.
213,F_000214,LSW,중년,여성,건강,불안,걱정스러운,대장내시경 검사 결과를 기다리는 중인데 결과가 안 좋을까 봐 너무 불안해.
214,F_000215,LSW,중년,여성,건강,불안,걱정스러운,요새 심장이 자주 아픈데 건강에 이상이 있는 걸까 두려워.
215,F_000216,LSW,중년,여성,건강,불안,걱정스러운,엄마가 교통사고로 다쳐 아프다는 말을 들었어. 걱정스러워서 일에 집중이 안 돼.
216,F_000217,LSW,중년,여성,건강,불안,걱정스러운,요즘 새벽에 자다 깨는 날이 많아져서 몸이 피로하고 걱정돼.
217,F_000218,LSW,중년,여성,건강,불안,걱정스러운,엄마가 요새 내 이름 기억도 깜빡깜빡해. 치매 초기인 걸까 불안해.
218,F_000219,LSW,중년,여성,건강,불안,걱정스러운,남편의 건강검진 결과를 기다리고 있는데 가족력으로 당뇨가 있어서 걱정스러워.
219,F_000220,LSW,중년,여성,건강,불안,걱정스러운,요즘 혈액순환이 안 되는 거 같아 손발이 자꾸 저려.
220,F_000221,LSW,중년,여성,건강,불안,걱정스러운,집안에 암 가족력이 있어서 아들이 나중에 아플까 봐 너무 걱정돼.
221,F_000222,LSW,중년,여성,건강,불안,걱정스러운,늦둥이가 생겼는데 내 나이 때문에 안 좋을까 걱정돼.
222,F_000223,LSW,중년,여성,건강,불안,걱정스러운,암 투병하는 친구가 갑자기 소중한 물건을 맡겼어. 자신의 죽음을 준비하는 걸까 봐 불안해.
223,F_000224,LSW,중년,여성,건강,불안,걱정스러운,어머니가 예전 같지 않게 기력이 많이 쇠하셔서 너무 걱정돼.
224,F_000225,LSW,중년,여성,건강,불안,걱정스러운,친구가 알코올 중독이라는 데도 술을 끊을 의지가 없어 보여서 속상해.
225,F_000226,LSW,중년,여성,건강,불안,걱정스러운,지난번 검사 결과가 좋지 않아서 걱정이 이만저만이 아니야.
226,F_000227,LSW,중년,여성,건강,불안,걱정스러운,요즘 자꾸 손발이 붓고 소변보기가 어려워.
227,F_000228,LSW,중년,여성,건강,불안,걱정스러운,내일 건강검진 하는데 너무 걱정돼.
228,F_000229,LSW,중년,여성,건강,불안,걱정스러운,요새 밤늦게까지 잠이 안 와. 불면증이 심해서 걱정돼.
229,F_000230,LSW,중년,여성,건강,불안,걱정스러운,위장이 좋지 않아서 병원에서 위내시경을 했어. 근데 혹이 몇 개 있다고 해서 걱정이야.
230,F_000231,LSW,중년,여성,건강,불안,걱정스러운,남편은 술을 너무 많이 먹고 와!
231,F_000232,LSW,중년,여성,건강,불안,걱정스러운,요즘 독감 예방 주사를 맞는 시기인데 뉴스 봤어?
232,F_000233,LSW,중년,여성,건강,불안,걱정스러운,나이가 들어 아파 병원에 입원해서 고립된 생활을 하게 될까 봐서 걱정이야.
233,F_000234,LSW,노년,여성,"건강, 죽음",불안,걱정스러운,건강하게 자다가 죽는 게 좋은데 말이야.
234,F_000235,LSW,노년,여성,"건강, 죽음",불안,걱정스러운,나이가 들어가며 느끼는 것 중에 생각하는 것과 다르게 말이 튀어나올 때가 가끔 있어.
235,F_000236,LSW,노년,여성,"건강, 죽음",불안,걱정스러운,날이 추워지니 허리 무릎이 더 아픈 것 같아.
236,F_000237,LSW,노년,여성,"건강, 죽음",불안,걱정스러운,요즘 소화가 잘 안 돼서 걱정이야.
237,F_000238,LSW,노년,여성,"건강, 죽음",불안,걱정스러운,친구가 고혈압이 심해 입원했는데 며칠 전에 친구 딸을 만나서 물어보니 걷지도 못한데.
238,F_000239,LSW,노년,여성,"건강, 죽음",불안,걱정스러운,주변 친구들을 보면 안 아픈 사람이 없어. 나도 슬슬 걱정이네.
239,F_000240,LSW,노년,여성,"건강, 죽음",불안,걱정스러운,나이가 먹으니 앞으로 건강에 신경써야겠어.
240,F_000241,LSW,노년,여성,"건강, 죽음",불안,걱정스러운,요즘따라 위가 더 자주 쓰린것같아.
241,F_000242,LSW,노년,여성,"건강, 죽음",불안,걱정스러운,건강 검진을 받았는데 의사 선생님이 몸을 돌보지 않으면 병이 생길지도 모른대. 걱정스러워.
242,F_000243,LSW,노년,여성,"건강, 죽음",불안,걱정스러운,요즘 건강에 문제가 생길까 봐 먹고 싶은 음식도 먹지 않고 있어.
243,F_000244,LSW,노년,여성,"건강, 죽음",불안,걱정스러운,어머니가 연세가 많으셔서 혼자 계시다 무슨일이라도 생길까봐 걱정이야.
244,F_000245,LSW,노년,여성,"건강, 죽음",불안,걱정스러운,친구가 고혈압으로 쓰러져서 입원했는데 너무 걱정스러워.
245,F_000246,LSW,노년,여성,"건강, 죽음",불안,걱정스러운,건강하지 못한 것 때문에 걱정이 돼.
246,F_000247,LSW,노년,여성,"건강, 죽음",불안,걱정스러운,질병 없이 죽는 것도 행복이다.
247,F_000248,LSW,노년,여성,"건강, 죽음",불안,걱정스러운,노인이 되면서 건강이 가장 중요하다는 것을 알았다.
248,F_000249,LSW,노년,여성,"건강, 죽음",불안,걱정스러운,우리 집안에 당뇨가 있는 사람이 있어서 혹시나 딸도 당뇨에 걸리지 않을까 불안하고 걱정스러워.
249,F_000250,LSW,노년,여성,"건강, 죽음",불안,걱정스러운,혹시나 우리 가족들이 나중에 암에 걸리면 치료비를 감당할 수 있을지 모르겠어.
250,F_000251,LSW,노년,여성,"건강, 죽음",불안,걱정스러운,우리 아들이 내 신기능부전 때문에 신장 이식을 해준다고 하는데 아들이 혹시나 잘못 될까 걱정돼.
251,F_000252,LSW,노년,여성,"건강, 죽음",불안,걱정스러운,내가 암으로 혹시나 세상을 떠나면 부모를 보지 못한 내 손자가 혼자 남을까 너무나도 불안해.
252,F_000253,LSW,노년,여성,"건강, 죽음",불안,걱정스러운,날이 추워져 원래 앓던 관절염이 더 심해져 가족들에게 손을 빌리는 일이 많아져 피해가 갈까 고민이야.
253,F_000254,LSW,노년,여성,"건강, 죽음",불안,걱정스러운,고혈압 판정을 받았는데 약을 하루라도 빼먹으면 안 된대. 그 약을 잘 챙겨먹을 수 있을까.
254,F_000255,LSW,청소년,여성,가족관계,당황,고립된,부모님은 하루도 나를 가만히 두질 않아.
255,F_000256,LSW,청소년,여성,가족관계,당황,고립된,친구들과 수학여행에서 어떻게 놀지 계획을 짜고 있었는데 부모님이 수학여행 가는 걸 허락해주지 않아서 너무 당황스러워.
256,F_000257,LSW,청소년,여성,가족관계,당황,고립된,아빠는 내 친구도 못 만나게 해.
257,F_000258,LSW,청소년,여성,가족관계,당황,고립된,엄마와 단둘이 사는데 엄마의 퇴근이 늦을 때마다 무서운 생각이 들어.
258,F_000259,LSW,청소년,여성,가족관계,당황,고립된,내 부모님은 내가 친구들과 어울려 다니는 걸 마음에 안 들어 하셔.
259,F_000260,LSW,청소년,여성,가족관계,당황,고립된,아빠는 내가 하루 종일 공부만 하기를 원해서 너무 힘들어.
260,F_000261,LSW,청소년,여성,가족관계,당황,고립된,언니가 나보고 나는 부모님한테서 못 벗어날 거라고 말해.
261,F_000262,LSW,청소년,여성,가족관계,당황,고립된,밖에서 억울한 일을 당해서 하소연하고 싶은데 집에 아무도 없어.
262,F_000263,LSW,청소년,여성,가족관계,당황,고립된,엄마가 시킨 집안일을 맨날 해야 해서 너무 짜증 나.
263,F_000264,LSW,청소년,여성,가족관계,당황,고립된,아빠는 내 고민에 대해서 진지하게 들어주지를 않으셔서 너무 답답해.
264,F_000265,LSW,청소년,여성,가족관계,당황,고립된,가족들과 대화하면 혼자 말하고 있는 기분이 들어.
265,F_000266,LSW,청소년,여성,가족관계,당황,고립된,내 꿈에 대해 말해도 우리 가족은 아무도 관심을 주지 않아.
266,F_000267,LSW,청소년,여성,가족관계,당황,고립된,내가 동생 신발을 몰래 신어서 미안하다고 했는데도 나를 못 본 척해서 당황스러워.
267,F_000268,LSW,청소년,여성,가족관계,당황,고립된,오늘 아빠 표정이 안 좋아서 내가 매달리고 장난을 쳤는데 정색하고 무시해서 당황스러웠어.
268,F_000269,LSW,청소년,여성,가족관계,당황,고립된,내가 미래의 진로에 대해서 말했는데 엄마는 말이 없으셔서 당황스러웠어.
269,F_000270,LSW,청소년,여성,가족관계,당황,고립된,엄마는 나한테 관심도 없고 외출 준비만 하셔서 당황스러워.
270,F_000271,LSW,청소년,여성,가족관계,당황,고립된,집에는 나만 두고 다들 근사한 맛집에 간 거야? 정말 당황스럽네.
271,F_000272,LSW,청소년,여성,학업 및 진로,당황,고립된,일 학년 때 잘 지내던 친구가 이학년이 되니 날 피하는 것 같아 서먹서먹해 졌어 우울해.
272,F_000273,LSW,청소년,여성,학업 및 진로,당황,고립된,친구들이 나를 좋아하지 않는 것 같아 친구 사귀는 게 무서워. 차라리 혼자가 편한 것 같아.
273,F_000274,LSW,청소년,여성,학업 및 진로,당황,고립된,친구들과 반이 나눠져서 나만 다른 반이 되어서 속상해
274,F_000275,LSW,청소년,여성,학업 및 진로,당황,고립된,시험 끝나고 답을 맞춰보고 싶었는데 내가 공부를 못한다고 친구들이 나를 끼워주지 않아서 속상했어.
275,F_000276,LSW,청소년,여성,학교폭력/따돌림,상처,고립된,어떤 친구를 좋아하는 걸 들킨 것 같은데 걱정이 돼.
276,F_000277,LSW,청소년,여성,가족관계,상처,고립된,친구도 못 만나게 하고 집에 가두어놓는 아빠에게서 벗어나고 싶어.
277,F_000278,LSW,청소년,여성,가족관계,상처,고립된,엄마는 나에게 간섭이 너무 심해.
278,F_000279,LSW,청소년,여성,가족관계,상처,고립된,내가 울면서 집에 들어왔는데 가족들이 나에게 관심이 없어.
279,F_000280,LSW,청소년,여성,가족관계,상처,고립된,어제 친척언니가 나를 방에 가두고 게임을 해서 무서웠어.
280,F_000281,LSW,청소년,여성,가족관계,상처,고립된,어릴 적부터 매일 폭력에 시달려서 너무나 힘들었어.
281,F_000282,LSW,청소년,여성,가족관계,상처,고립된,다른 친구들은 방과 후에 학원에 가는데 나는 아르바이트를 하러 가야 해.
